MoveNumber,Side,Move,FEN,GameNumber
98,black,Ba3,85bp13k1p1p4p36P1bN1BKP1PP78,122
99,white,Bb5,85bp13k1p1p1B2p36P1bN2KP1PP78,122
100,black,Kd5,85bp15p1p1B1kp36P1bN2KP1PP78,122
101,white,Bd3,85bp15p1p3kp36P1bN1BKP1PP78,122
102,black,h5,85bp15p23kp2p6P1bN1BKP1PP78,122
103,white,Ke2,85bp15p23kp2p6P1bN1B1P1PP3K38,122
104,black,h4,85bp15p23kp36PpbN1B1P1PP3K38,122
105,white,Ke3,85bp15p23kp36PpbN1BKP1PP78,122
106,black,Bg8,6b16p15p23kp36PpbN1BKP1PP78,122
107,white,Ke2,6b16p15p23kp36PpbN1B1P1PP3K38,122
108,black,Kd6,6b16p13k1p24p36PpbN1B1P1PP3K38,122
109,white,Ke3,6b16p13k1p24p36PpbN1BKP1PP78,122
110,black,Bd5,86p13k1p23bp36PpbN1BKP1PP78,122
111,white,Bg6,86p13k1pB13bp36PpbN2KP1PP78,122
112,black,Ke7,84k1p15pB13bp36PpbN2KP1PP78,122
113,white,Be4,84k1p15p23bp34B1PpbN2KP1PP78,122
114,black,Bc4,84k1p15p24p32b1B1PpbN2KP1PP78,122
115,white,Bd3,84k1p15p24p32b3PpbN1BKP1PP78,122
116,black,Bf7,84kbp15p24p36PpbN1BKP1PP78,122
117,white,Ke2,84kbp15p24p36PpbN1B1P1PP3K38,122
118,black,Kf8,5k25bp15p24p36PpbN1B1P1PP3K38,122
119,white,Be4,5k25bp15p24p34B1PpbN3P1PP3K38,122
120,black,g6,5k25b25pp14p34B1PpbN3P1PP3K38,122
121,white,Na1,5k25b25pp14p34B1Ppb4P1PP3K3N7,122
122,black,Kg7,85bk15pp14p34B1Ppb4P1PP3K3N7,122
123,white,Nc2,85bk15pp14p34B1Ppb4P1PP1N1K38,122
124,black,Bc5,85bk15pp12b1p34B1Pp5P1PP1N1K38,122
125,white,a4,85bk15pp12b1p3P3B1Pp5P1P2N1K38,122
126,black,Kh6,85b25ppk2b1p3P3B1Pp5P1P2N1K38,122
127,white,a5,85b25ppkP1b1p34B1Pp5P1P2N1K38,122
128,black,Kg5,85b25pp1P1b1p1k14B1Pp5P1P2N1K38,122
129,white,Ne1,85b25pp1P1b1p1k14B1Pp5P1P4K34N3,122
130,black,f5,85b26p1P1b1ppk14B1Pp5P1P4K34N3,122
131,white,gxf5,85b26p1P1b1pPk14B2p5P1P4K34N3,122
132,black,gxf5,85b28P1b1ppk14B2p5P1P4K34N3,122
133,white,Bb7,81B3b28P1b1ppk17p5P1P4K34N3,122
134,black,Bc4+,81B68P1b1ppk12b4p5P1P4K34N3,122
135,white,Nd3,81B68P1b1ppk12b4p3N1P1P4K38,122
136,black,Bb4,81B68P3ppk11bb4p3N1P1P4K38,122
137,white,a6,81B6P74ppk11bb4p3N1P1P4K38,122
138,black,e4,81B6P75pk11bb1p2p3N1P1P4K38,122
139,white,fxe4,81B6P75pk11bb1P2p3N3P4K38,122
140,black,fxe4,81B6P76k11bb1p2p3N3P4K38,122
141,white,Bxe4,88P76k11bb1B2p3N3P4K38,122
142,black,Bxa6,88b76k11b2B2p3N3P4K38,122
143,white,Kf3,88b76k11b2B2p3N1K1P88,122
1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,123
2,black,e5,rnbqkbnrpppp1ppp84p34P38PPPP1PPPRNBQKBNR,123
3,white,Nf3,rnbqkbnrpppp1ppp84p34P35N2PPPP1PPPRNBQKB1R,123
4,black,Nc6,r1bqkbnrpppp1ppp2n54p34P35N2PPPP1PPPRNBQKB1R,123
5,white,Bb5,r1bqkbnrpppp1ppp2n51B2p34P35N2PPPP1PPPRNBQK2R,123
6,black,Nf6,r1bqkb1rpppp1ppp2n2n21B2p34P35N2PPPP1PPPRNBQK2R,123
7,white,O-O,r1bqkb1rpppp1ppp2n2n21B2p34P35N2PPPP1PPPRNBQ1RK1,123
8,black,Nxe4,r1bqkb1rpppp1ppp2n51B2p34n35N2PPPP1PPPRNBQ1RK1,123
9,white,d4,r1bqkb1rpppp1ppp2n51B2p33Pn35N2PPP2PPPRNBQ1RK1,123
10,black,Be7,r1bqk2rppppbppp2n51B2p33Pn35N2PPP2PPPRNBQ1RK1,123
11,white,Qe2,r1bqk2rppppbppp2n51B2p33Pn35N2PPP1QPPPRNB2RK1,123
12,black,Nd6,r1bqk2rppppbppp2nn41B2p33P45N2PPP1QPPPRNB2RK1,123
13,white,Bxc6,r1bqk2rppppbppp2Bn44p33P45N2PPP1QPPPRNB2RK1,123
14,black,bxc6,r1bqk2rp1ppbppp2pn44p33P45N2PPP1QPPPRNB2RK1,123
15,white,dxe5,r1bqk2rp1ppbppp2pn44P385N2PPP1QPPPRNB2RK1,123
16,black,Nb7,r1bqk2rpnppbppp2p54P385N2PPP1QPPPRNB2RK1,123
17,white,Nc3,r1bqk2rpnppbppp2p54P382N2N2PPP1QPPPR1B2RK1,123
18,black,O-O,r1bq1rk1pnppbppp2p54P382N2N2PPP1QPPPR1B2RK1,123
19,white,Re1,r1bq1rk1pnppbppp2p54P382N2N2PPP1QPPPR1B1R1K1,123
20,black,Nc5,r1bq1rk1p1ppbppp2p52n1P382N2N2PPP1QPPPR1B1R1K1,123
21,white,Nd4,r1bq1rk1p1ppbppp2p52n1P33N42N5PPP1QPPPR1B1R1K1,123
22,black,Ne6,r1bq1rk1p1ppbppp2p1n34P33N42N5PPP1QPPPR1B1R1K1,123
23,white,Be3,r1bq1rk1p1ppbppp2p1n34P33N42N1B3PPP1QPPPR3R1K1,123
24,black,Nxd4,r1bq1rk1p1ppbppp2p54P33n42N1B3PPP1QPPPR3R1K1,123
25,white,Bxd4,r1bq1rk1p1ppbppp2p54P33B42N5PPP1QPPPR3R1K1,123
26,black,c5,r1bq1rk1p1ppbppp82p1P33B42N5PPP1QPPPR3R1K1,123
27,white,Be3,r1bq1rk1p1ppbppp82p1P382N1B3PPP1QPPPR3R1K1,123
28,black,d5,r1bq1rk1p1p1bppp82ppP382N1B3PPP1QPPPR3R1K1,123
29,white,exd6,r1bq1rk1p1p1bppp3P42p582N1B3PPP1QPPPR3R1K1,123
30,black,Bxd6,r1bq1rk1p1p2ppp3b42p582N1B3PPP1QPPPR3R1K1,123
31,white,Ne4,r1bq1rk1p1p2ppp3b42p54N34B3PPP1QPPPR3R1K1,123
32,black,Bb7,r2q1rk1pbp2ppp3b42p54N34B3PPP1QPPPR3R1K1,123
33,white,Nxd6,r2q1rk1pbp2ppp3N42p584B3PPP1QPPPR3R1K1,123
34,black,cxd6,r2q1rk1pb3ppp3p42p584B3PPP1QPPPR3R1K1,123
35,white,c4,r2q1rk1pb3ppp3p42p52P54B3PP2QPPPR3R1K1,123
36,black,Qf6,r4rk1pb3ppp3p1q22p52P54B3PP2QPPPR3R1K1,123
37,white,Rad1,r4rk1pb3ppp3p1q22p52P54B3PP2QPPP3RR1K1,123
38,black,Rfe8,r3r1k1pb3ppp3p1q22p52P54B3PP2QPPP3RR1K1,123
39,white,Qg4,r3r1k1pb3ppp3p1q22p52P3Q14B3PP3PPP3RR1K1,123
40,black,Bc6,r3r1k1p4ppp2bp1q22p52P3Q14B3PP3PPP3RR1K1,123
41,white,Re2,r3r1k1p4ppp2bp1q22p52P3Q14B3PP2RPPP3R2K1,123
42,black,Re4,r5k1p4ppp2bp1q22p52P1r1Q14B3PP2RPPP3R2K1,123
43,white,Qg3,r5k1p4ppp2bp1q22p52P1r34B1Q1PP2RPPP3R2K1,123
44,black,Qe6,r5k1p4ppp2bpq32p52P1r34B1Q1PP2RPPP3R2K1,123
45,white,h3,r5k1p4ppp2bpq32p52P1r34B1QPPP2RPP13R2K1,123
46,black,Rd8,3r2k1p4ppp2bpq32p52P1r34B1QPPP2RPP13R2K1,123
47,white,Red2,3r2k1p4ppp2bpq32p52P1r34B1QPPP1R1PP13R2K1,123
48,black,Re5,3r2k1p4ppp2bpq32p1r32P54B1QPPP1R1PP13R2K1,123
49,white,Bh6,3r2k1p4ppp2bpq2B2p1r32P56QPPP1R1PP13R2K1,123
50,black,Qg6,3r2k1p4ppp2bp2qB2p1r32P56QPPP1R1PP13R2K1,123
51,white,Bf4,3r2k1p4ppp2bp2q12p1r32P2B26QPPP1R1PP13R2K1,123
52,black,Re6,3r2k1p4ppp2bpr1q12p52P2B26QPPP1R1PP13R2K1,123
53,white,Bxd6,3r2k1p4ppp2bBr1q12p52P56QPPP1R1PP13R2K1,123
54,black,Qh5,3r2k1p4ppp2bBr32p4q2P56QPPP1R1PP13R2K1,123
55,white,Qg4,3r2k1p4ppp2bBr32p4q2P3Q17PPP1R1PP13R2K1,123
56,black,Qxg4,3r2k1p4ppp2bBr32p52P3q17PPP1R1PP13R2K1,123
57,white,hxg4,3r2k1p4ppp2bBr32p52P3P18PP1R1PP13R2K1,123
58,black,Re4,3r2k1p4ppp2bB42p52P1r1P18PP1R1PP13R2K1,123
59,white,Bxc5,3r2k1p4ppp2b52B52P1r1P18PP1R1PP13R2K1,123
60,black,Rxd2,6k1p4ppp2b52B52P1r1P18PP1r1PP13R2K1,123
61,white,Rxd2,6k1p4ppp2b52B52P1r1P18PP1R1PP16K1,123
62,black,h5,6k1p4pp12b52B4p2P1r1P18PP1R1PP16K1,123
63,white,Rd6,6k1p4pp12bR42B4p2P1r1P18PP3PP16K1,123
1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,124
2,black,e6,rnbqkbnrpppp1ppp4p384P38PPPP1PPPRNBQKBNR,124
3,white,d4,rnbqkbnrpppp1ppp4p383PP38PPP2PPPRNBQKBNR,124
4,black,d5,rnbqkbnrppp2ppp4p33p43PP38PPP2PPPRNBQKBNR,124
5,white,Nc3,rnbqkbnrppp2ppp4p33p43PP32N5PPP2PPPR1BQKBNR,124
6,black,Nf6,rnbqkb1rppp2ppp4pn23p43PP32N5PPP2PPPR1BQKBNR,124
7,white,Bg5,rnbqkb1rppp2ppp4pn23p2B13PP32N5PPP2PPPR2QKBNR,124
8,black,Bb4,rnbqk2rppp2ppp4pn23p2B11b1PP32N5PPP2PPPR2QKBNR,124
9,white,exd5,rnbqk2rppp2ppp4pn23P2B11b1P42N5PPP2PPPR2QKBNR,124
10,black,Qxd5,rnb1k2rppp2ppp4pn23q2B11b1P42N5PPP2PPPR2QKBNR,124
11,white,Nf3,rnb1k2rppp2ppp4pn23q2B11b1P42N2N2PPP2PPPR2QKB1R,124
12,black,c5,rnb1k2rpp3ppp4pn22pq2B11b1P42N2N2PPP2PPPR2QKB1R,124
13,white,Bxf6,rnb1k2rpp3ppp4pB22pq41b1P42N2N2PPP2PPPR2QKB1R,124
14,black,gxf6,rnb1k2rpp3p1p4pp22pq41b1P42N2N2PPP2PPPR2QKB1R,124
15,white,Qd2,rnb1k2rpp3p1p4pp22pq41b1P42N2N2PPPQ1PPPR3KB1R,124
16,black,Bxc3,rnb1k2rpp3p1p4pp22pq43P42b2N2PPPQ1PPPR3KB1R,124
17,white,Qxc3,rnb1k2rpp3p1p4pp22pq43P42Q2N2PPP2PPPR3KB1R,124
18,black,Nd7,r1b1k2rpp1n1p1p4pp22pq43P42Q2N2PPP2PPPR3KB1R,124
19,white,Rd1,r1b1k2rpp1n1p1p4pp22pq43P42Q2N2PPP2PPP3RKB1R,124
20,black,Rg8,r1b1k1r1pp1n1p1p4pp22pq43P42Q2N2PPP2PPP3RKB1R,124
21,white,dxc5,r1b1k1r1pp1n1p1p4pp22Pq482Q2N2PPP2PPP3RKB1R,124
22,black,Qxc5,r1b1k1r1pp1n1p1p4pp22q582Q2N2PPP2PPP3RKB1R,124
23,white,Qd2,r1b1k1r1pp1n1p1p4pp22q585N2PPPQ1PPP3RKB1R,124
24,black,Qb6,r1b1k1r1pp1n1p1p1q2pp2885N2PPPQ1PPP3RKB1R,124
25,white,c3,r1b1k1r1pp1n1p1p1q2pp2882P2N2PP1Q1PPP3RKB1R,124
26,black,a6,r1b1k1r11p1n1p1ppq2pp2882P2N2PP1Q1PPP3RKB1R,124
27,white,Qc2,r1b1k1r11p1n1p1ppq2pp2882P2N2PPQ2PPP3RKB1R,124
28,black,f5,r1b1k1r11p1n1p1ppq2p35p282P2N2PPQ2PPP3RKB1R,124
29,white,g3,r1b1k1r11p1n1p1ppq2p35p282P2NP1PPQ2P1P3RKB1R,124
30,black,Nc5,r1b1k1r11p3p1ppq2p32n2p282P2NP1PPQ2P1P3RKB1R,124
31,white,Bg2,r1b1k1r11p3p1ppq2p32n2p282P2NP1PPQ2PBP3RK2R,124
32,black,Qc7,r1b1k1r11pq2p1pp3p32n2p282P2NP1PPQ2PBP3RK2R,124
33,white,Qe2,r1b1k1r11pq2p1pp3p32n2p282P2NP1PP2QPBP3RK2R,124
34,black,b5,r1b1k1r12q2p1pp3p31pn2p282P2NP1PP2QPBP3RK2R,124
35,white,O-O,r1b1k1r12q2p1pp3p31pn2p282P2NP1PP2QPBP3R1RK1,124
36,black,Bb7,r3k1r11bq2p1pp3p31pn2p282P2NP1PP2QPBP3R1RK1,124
37,white,c4,r3k1r11bq2p1pp3p31pn2p22P55NP1PP2QPBP3R1RK1,124
38,black,b4,r3k1r11bq2p1pp3p32n2p21pP55NP1PP2QPBP3R1RK1,124
39,white,Qd2,r3k1r11bq2p1pp3p32n2p21pP55NP1PP1Q1PBP3R1RK1,124
40,black,Rb8,1r2k1r11bq2p1pp3p32n2p21pP55NP1PP1Q1PBP3R1RK1,124
41,white,Qh6,1r2k1r11bq2p1pp3p2Q2n2p21pP55NP1PP3PBP3R1RK1,124
42,black,Bxf3,1r2k1r12q2p1pp3p2Q2n2p21pP55bP1PP3PBP3R1RK1,124
43,white,Bxf3,1r2k1r12q2p1pp3p2Q2n2p21pP55BP1PP3P1P3R1RK1,124
44,black,Qe5,1r2k1r15p1pp3p2Q2n1qp21pP55BP1PP3P1P3R1RK1,124
45,white,Rfe1,1r2k1r15p1pp3p2Q2n1qp21pP55BP1PP3P1P3RR1K1,124
46,black,Qxb2,1r2k1r15p1pp3p2Q2n2p21pP55BP1Pq3P1P3RR1K1,124
47,white,Qf4,1r2k1r15p1pp3p32n2p21pP2Q25BP1Pq3P1P3RR1K1,124
48,black,Rc8,2r1k1r15p1pp3p32n2p21pP2Q25BP1Pq3P1P3RR1K1,124
49,white,Qd6,2r1k1r15p1pp2Qp32n2p21pP55BP1Pq3P1P3RR1K1,124
50,black,f6,2r1k1r17pp2Qpp22n2p21pP55BP1Pq3P1P3RR1K1,124
51,white,Bh5+,2r1k1r17pp2Qpp22n2p1B1pP56P1Pq3P1P3RR1K1,124
52,black,Rg6,2r1k37pp2Qppr12n2p1B1pP56P1Pq3P1P3RR1K1,124
53,white,Bxg6+,2r1k37pp2QppB12n2p21pP56P1Pq3P1P3RR1K1,124
54,black,hxg6,2r1k38p2Qppp12n2p21pP56P1Pq3P1P3RR1K1,124
55,white,Rxe6+,2r1k38p2QRpp12n2p21pP56P1Pq3P1P3R2K1,124
1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,125
2,black,e5,rnbqkbnrpppp1ppp84p34P38PPPP1PPPRNBQKBNR,125
3,white,Nf3,rnbqkbnrpppp1ppp84p34P35N2PPPP1PPPRNBQKB1R,125
4,black,Nc6,r1bqkbnrpppp1ppp2n54p34P35N2PPPP1PPPRNBQKB1R,125
5,white,Bb5,r1bqkbnrpppp1ppp2n51B2p34P35N2PPPP1PPPRNBQK2R,125
6,black,Nf6,r1bqkb1rpppp1ppp2n2n21B2p34P35N2PPPP1PPPRNBQK2R,125
7,white,Nc3,r1bqkb1rpppp1ppp2n2n21B2p34P32N2N2PPPP1PPPR1BQK2R,125
8,black,Bb4,r1bqk2rpppp1ppp2n2n21B2p31b2P32N2N2PPPP1PPPR1BQK2R,125
9,white,O-O,r1bqk2rpppp1ppp2n2n21B2p31b2P32N2N2PPPP1PPPR1BQ1RK1,125
10,black,d6,r1bqk2rppp2ppp2np1n21B2p31b2P32N2N2PPPP1PPPR1BQ1RK1,125
11,white,Nd5,r1bqk2rppp2ppp2np1n21B1Np31b2P35N2PPPP1PPPR1BQ1RK1,125
12,black,Bc5,r1bqk2rppp2ppp2np1n21BbNp34P35N2PPPP1PPPR1BQ1RK1,125
13,white,d4,r1bqk2rppp2ppp2np1n21BbNp33PP35N2PPP2PPPR1BQ1RK1,125
14,black,exd4,r1bqk2rppp2ppp2np1n21BbN43pP35N2PPP2PPPR1BQ1RK1,125
15,white,Nxd4,r1bqk2rppp2ppp2np1n21BbN43NP38PPP2PPPR1BQ1RK1,125
16,black,Bxd4,r1bqk2rppp2ppp2np1n21B1N43bP38PPP2PPPR1BQ1RK1,125
17,white,Qxd4,r1bqk2rppp2ppp2np1n21B1N43QP38PPP2PPPR1B2RK1,125
18,black,O-O,r1bq1rk1ppp2ppp2np1n21B1N43QP38PPP2PPPR1B2RK1,125
19,white,Nxf6+,r1bq1rk1ppp2ppp2np1N21B63QP38PPP2PPPR1B2RK1,125
20,black,Qxf6,r1b2rk1ppp2ppp2np1q21B63QP38PPP2PPPR1B2RK1,125
21,white,Qxf6,r1b2rk1ppp2ppp2np1Q21B64P38PPP2PPPR1B2RK1,125
22,black,gxf6,r1b2rk1ppp2p1p2np1p21B64P38PPP2PPPR1B2RK1,125
23,white,Bh6,r1b2rk1ppp2p1p2np1p1B1B64P38PPP2PPPR4RK1,125
24,black,Re8,r1b1r1k1ppp2p1p2np1p1B1B64P38PPP2PPPR4RK1,125
25,white,Rfe1,r1b1r1k1ppp2p1p2np1p1B1B64P38PPP2PPPR3R1K1,125
26,black,a6,r1b1r1k11pp2p1pp1np1p1B1B64P38PPP2PPPR3R1K1,125
27,white,Bf1,r1b1r1k11pp2p1pp1np1p1B84P38PPP2PPPR3RBK1,125
28,black,Kh8,r1b1r2k1pp2p1pp1np1p1B84P38PPP2PPPR3RBK1,125
29,white,Bd2,r1b1r2k1pp2p1pp1np1p284P38PPPB1PPPR3RBK1,125
30,black,Ne7,r1b1r2k1pp1np1pp2p1p284P38PPPB1PPPR3RBK1,125
31,white,Bc3,r1b1r2k1pp1np1pp2p1p284P32B5PPP2PPPR3RBK1,125
32,black,Ng8,r1b1r1nk1pp2p1pp2p1p284P32B5PPP2PPPR3RBK1,125
33,white,f4,r1b1r1nk1pp2p1pp2p1p284PP22B5PPP3PPR3RBK1,125
34,black,Kg7,r1b1r1n11pp2pkpp2p1p284PP22B5PPP3PPR3RBK1,125
35,white,Re3,r1b1r1n11pp2pkpp2p1p284PP22B1R3PPP3PPR4BK1,125
36,black,Kf8,r1b1rkn11pp2p1pp2p1p284PP22B1R3PPP3PPR4BK1,125
37,white,Bd3,r1b1rkn11pp2p1pp2p1p284PP22BBR3PPP3PPR5K1,125
38,black,Bd7,r3rkn11ppb1p1pp2p1p284PP22BBR3PPP3PPR5K1,125
39,white,Rae1,r3rkn11ppb1p1pp2p1p284PP22BBR3PPP3PP4R1K1,125
40,black,Bb5,r3rkn11pp2p1pp2p1p21b64PP22BBR3PPP3PP4R1K1,125
41,white,e5,r3rkn11pp2p1pp2p1p21b2P35P22BBR3PPP3PP4R1K1,125
42,black,Bxd3,r3rkn11pp2p1pp2p1p24P35P22BbR3PPP3PP4R1K1,125
43,white,Rxd3,r3rkn11pp2p1pp2p1p24P35P22BR4PPP3PP4R1K1,125
44,black,fxe5,r3rkn11pp2p1pp2p44p35P22BR4PPP3PP4R1K1,125
45,white,fxe5,r3rkn11pp2p1pp2p44P382BR4PPP3PP4R1K1,125
46,black,dxe5,r3rkn11pp2p1pp74p382BR4PPP3PP4R1K1,125
47,white,Rxe5,r3rkn11pp2p1pp74R382BR4PPP3PP6K1,125
48,black,b6,r3rkn12p2p1ppp64R382BR4PPP3PP6K1,125
49,white,Rh5,r3rkn12p2p1ppp67R82BR4PPP3PP6K1,125
50,black,h6,r3rkn12p2p2pp5p7R82BR4PPP3PP6K1,125
51,white,Bd2,r3rkn12p2p2pp5p7R83R4PPPB2PP6K1,125
52,black,Re6,r4kn12p2p2pp2r2p7R83R4PPPB2PP6K1,125
53,white,Rd7,r4kn12pR1p2pp2r2p7R88PPPB2PP6K1,125
54,black,Rc8,2r2kn12pR1p2pp2r2p7R88PPPB2PP6K1,125
55,white,Rf5,2r2kn12pR1p2pp2r2p5R288PPPB2PP6K1,125
56,black,Re7,2r2kn12pRrp2pp5p5R288PPPB2PP6K1,125
57,white,Rxe7,2r2kn12p1Rp2pp5p5R288PPPB2PP6K1,125
58,black,Kxe7,2r3n12p1kp2pp5p5R288PPPB2PP6K1,125
59,white,Re5+,2r3n12p1kp2pp5p4R388PPPB2PP6K1,125
60,black,Kf6,2r3n12p2p2pp3k1p4R388PPPB2PP6K1,125
61,white,Bc3,2r3n12p2p2pp3k1p4R382B5PPP3PP6K1,125
62,black,Kg6,2r3n12p2p2pp4kp4R382B5PPP3PP6K1,125
63,white,Re3,2r3n12p2p2pp4kp882B1R3PPP3PP6K1,125
64,black,Rd8,3r2n12p2p2pp4kp882B1R3PPP3PP6K1,125
65,white,Rg3+,3r2n12p2p2pp4kp882B3R1PPP3PP6K1,125
66,black,Kf5,3r2n12p2p2pp5p5k282B3R1PPP3PP6K1,125
67,white,Rg7,3r2n12p2pR1pp5p5k282B5PPP3PP6K1,125
68,black,Ke6,3r2n12p2pR1pp2k2p882B5PPP3PP6K1,125
69,white,Rh7,3r2n12p2p1Rpp2k2p882B5PPP3PP6K1,125
70,black,c5,3r2n15p1Rpp2k2p2p582B5PPP3PP6K1,125
71,white,Kf2,3r2n15p1Rpp2k2p2p582B5PPP2KPP8,125
72,black,b5,3r2n15p1Rp3k2p1pp582B5PPP2KPP8,125
73,white,Ke2,3r2n15p1Rp3k2p1pp582B5PPP1K1PP8,125
74,black,b4,3r2n15p1Rp3k2p2p51p62B5PPP1K1PP8,125
75,white,Bd2,3r2n15p1Rp3k2p2p51p68PPPBK1PP8,125
76,black,Rd4,6n15p1Rp3k2p2p51p1r48PPPBK1PP8,125
77,white,g3,6n15p1Rp3k2p2p51p1r46P1PPPBK2P8,125
78,black,Rg4,6n15p1Rp3k2p2p51p4r16P1PPPBK2P8,125
79,white,Bxh6,6n15p1Rp3k2B2p51p4r16P1PPP1K2P8,125
80,black,Nf6,85p1Rp3kn1B2p51p4r16P1PPP1K2P8,125
81,white,Rh8,7R5p2p3kn1B2p51p4r16P1PPP1K2P8,125
82,black,Rc4,7R5p2p3kn1B2p51pr56P1PPP1K2P8,125
83,white,Kd1,7R5p2p3kn1B2p51pr56P1PPP4P3K4,125
84,black,Ng4,7R5p2p3k2B2p51pr3n16P1PPP4P3K4,125
85,white,Bf4,7R5p2p3k32p51pr2Bn16P1PPP4P3K4,125
86,black,Kf5,7R5p2p72p2k21pr2Bn16P1PPP4P3K4,125
87,white,b3,7R5p2p72p2k21pr2Bn11P4P1P1P4P3K4,125
88,black,Rc3,7R5p2p72p2k21p3Bn11Pr3P1P1P4P3K4,125
89,white,Bd2,7R5p2p72p2k21p4n11Pr3P1P1PB3P3K4,125
90,black,Rf3,7R5p2p72p2k21p4n11P3rP1P1PB3P3K4,125
91,white,Rh5+,85p2p72p2k1R1p4n11P3rP1P1PB3P3K4,125
92,black,Ke4,85p2p72p4R1p2k1n11P3rP1P1PB3P3K4,125
93,white,Rh4,85p2p72p51p2k1nR1P3rP1P1PB3P3K4,125
94,black,Kf5,85p2p72p2k21p4nR1P3rP1P1PB3P3K4,125
95,white,h3,85p2p72p2k21p4nR1P3rPPP1PB43K4,125
96,black,Nf6,85p2p4n22p2k21p5R1P3rPPP1PB43K4,125
97,white,Rf4+,85p2p4n22p2k21p3R21P3rPPP1PB43K4,125
98,black,Rxf4,85p2p4n22p2k21p3r21P4PPP1PB43K4,125
99,white,Bxf4,85p2p4n22p2k21p3B21P4PPP1P53K4,125
100,black,Ke4,85p2p4n22p51p2kB21P4PPP1P53K4,125
101,white,Ke2,85p2p4n22p51p2kB21P4PPP1P1K38,125
102,black,c4,85p2p4n281pp1kB21P4PPP1P1K38,125
103,white,Bg5,85p2p4n26B11pp1k31P4PPP1P1K38,125
104,black,Nd5,85p2p73n2B11pp1k31P4PPP1P1K38,125
105,white,bxc4,85p2p73n2B11pP1k36PPP1P1K38,125
106,black,Nc3+,85p2p76B11pP1k32n3PPP1P1K38,125
107,white,Kd2,85p2p76B11pP1k32n3PPP1PK48,125
108,black,Kf5,85p2p75kB11pP52n3PPP1PK48,125
109,white,Bf4,85p2p75k21pP2B22n3PPP1PK48,125
110,black,Nxa2,85p2p75k21pP2B26PPn1PK48,125
111,white,c5,85p2p72P2k21p3B26PPn1PK48,125
112,black,Ke6,85p2p3k32P51p3B26PPn1PK48,125
113,white,c6,85p2p1P1k381p3B26PPn1PK48,125
114,black,Nc3,85p2p1P1k381p3B22n3PP2PK48,125
115,white,Kd3,85p2p1P1k381p3B22nK2PP2P58,125
116,black,Nd5,85p2p1P1k33n41p3B23K2PP2P58,125
117,white,Kc4,85p2p1P1k33n41pK2B26PP2P58,125
118,black,Ne7,84np2p1P1k381pK2B26PP2P58,125
119,white,Kc5,84np2p1P1k32K51p3B26PP2P58,125
120,black,a5,84np22P1k3p1K51p3B26PP2P58,125
121,white,c7,82P1np24k3p1K51p3B26PP2P58,125
122,black,Kd7,82Pknp28p1K51p3B26PP2P58,125
123,white,Kb6,82Pknp21K6p71p3B26PP2P58,125
124,black,Nf5,82Pk1p21K6p4n21p3B26PP2P58,125
125,white,Kxa5,82Pk1p28K4n21p3B26PP2P58,125
126,black,Nd4,82Pk1p28K71p1n1B26PP2P58,125
127,white,Kxb4,82Pk1p2881K1n1B26PP2P58,125
128,black,Nxc2+,82Pk1p2881K3B26PP2n58,125
129,white,Kc4,82Pk1p2882K2B26PP2n58,125
1,white,d4,rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR,126
2,black,d5,rnbqkbnrppp1pppp83p43P48PPP1PPPPRNBQKBNR,126
3,white,c4,rnbqkbnrppp1pppp83p42PP48PP2PPPPRNBQKBNR,126
4,black,e6,rnbqkbnrppp2ppp4p33p42PP48PP2PPPPRNBQKBNR,126
5,white,Nc3,rnbqkbnrppp2ppp4p33p42PP42N5PP2PPPPR1BQKBNR,126
6,black,c5,rnbqkbnrpp3ppp4p32pp42PP42N5PP2PPPPR1BQKBNR,126
7,white,Nf3,rnbqkbnrpp3ppp4p32pp42PP42N2N2PP2PPPPR1BQKB1R,126
8,black,Nc6,r1bqkbnrpp3ppp2n1p32pp42PP42N2N2PP2PPPPR1BQKB1R,126
9,white,e3,r1bqkbnrpp3ppp2n1p32pp42PP42N1PN2PP3PPPR1BQKB1R,126
10,black,Nf6,r1bqkb1rpp3ppp2n1pn22pp42PP42N1PN2PP3PPPR1BQKB1R,126
11,white,a3,r1bqkb1rpp3ppp2n1pn22pp42PP4P1N1PN21P3PPPR1BQKB1R,126
12,black,Bd6,r1bqk2rpp3ppp2nbpn22pp42PP4P1N1PN21P3PPPR1BQKB1R,126
13,white,dxc5,r1bqk2rpp3ppp2nbpn22Pp42P5P1N1PN21P3PPPR1BQKB1R,126
14,black,Bxc5,r1bqk2rpp3ppp2n1pn22bp42P5P1N1PN21P3PPPR1BQKB1R,126
15,white,b4,r1bqk2rpp3ppp2n1pn22bp41PP5P1N1PN25PPPR1BQKB1R,126
16,black,Bd6,r1bqk2rpp3ppp2nbpn23p41PP5P1N1PN25PPPR1BQKB1R,126
17,white,Bb2,r1bqk2rpp3ppp2nbpn23p41PP5P1N1PN21B3PPPR2QKB1R,126
18,black,O-O,r1bq1rk1pp3ppp2nbpn23p41PP5P1N1PN21B3PPPR2QKB1R,126
19,white,Rc1,r1bq1rk1pp3ppp2nbpn23p41PP5P1N1PN21B3PPP2RQKB1R,126
